"","x"
"354",3.66470429194206
"355",3.41980700414096
"356",2.67472131583888
"357",2.15574176824924
"358",1.66660344764423
"359",1.19956340573606
"360",0.754196783985878
"361",0.43140452701468
"362",0.242814151944069
"363",0.100508654519772
"364",-0.025131662331082
"365",-0.161778703689359
"366",-0.197864872633076
"367",-0.202346783393961
"368",-0.295012203486604
"369",-0.429658637258838
"370",-0.55728987650447
"371",-0.452549251995276
"372",0.136213129650028
"373",0.244213776559636
"374",0.150219977200588
"375",1.15925799663889
"376",2.30293899823178
"377",1.97222195333379
"378",1.55668896344393
"379",1.06735885517646
"380",0.660909725481525
"381",0.195022545908756
"382",-0.225127097841837
"383",-0.0665592789308689
"384",0.218079656154048
"385",0.00788974830085407
"386",-0.131393862500451
"387",0.708696833958861
"388",1.78542940197419
"389",2.01143420674417
"390",1.55961439935704
"391",1.31161487873044
"392",1.0912333541043
"393",0.862181726851953
"394",0.845785411362454
"395",0.463952418590317
"396",0.93493245937776
"397",1.01678979196917
"398",0.673224548294542
"399",0.785475545699319
"400",1.10096637919128
"401",1.19439891106078
"402",1.15592908126279
"403",1.98392840468242
"404",2.19233805634098
"405",2.01959646196858
"406",1.51347928021217
"407",1.1462868007702
"408",0.837244927047335
"409",0.534083439020794
"410",0.0655288517799441
"411",-0.020632041186471
"412",0.11912654627221
"413",0.185393203357355
"414",0.0142183629103998
"415",-0.110148298488384
"416",-0.140490204473773
"417",-0.120142992491269
"418",-0.18490749734973
"419",-0.244657696260308
"420",-0.438094981733424
"421",-0.612613127131673
"422",-0.946175289682493
"423",-0.993520013205466
"424",-1.0272288070117
"425",-0.956922072343419
"426",-1.01828915656361
"427",-0.970040473947016
"428",-0.830321385171834
"429",-0.694595008736243
"430",-0.282791677938792
"431",-0.342970287024237
"432",-0.573195558447198
"433",-0.57052372763186
"434",-0.519797794497722
"435",-0.536037101456691
"436",-0.532789916274484
"437",-0.428960441714599
"438",0.132428851278867
"439",0.670535636773477
"440",0.625153226048862
"441",0.178654779963717
"442",-0.290825410361503
"443",-0.661195869087134
"444",-0.774342281395911
"445",-1.0184633209265
"446",-1.23340279636511
"447",-1.10920127051829
"448",-1.1478341125459
"449",-1.31633069194191
"450",-1.41021424756052
"451",-1.27045997318123
"452",-0.629071575976536
"453",0.131013988369822
"454",0.87277878605836
"455",0.809043109085949
"456",0.893793624607414
"457",1.59409532433777
"458",2.35597177823282
"459",3.03137433648931
"460",3.9089742369407
"461",4.97042748833843
"462",5.43281193075568
"463",5.57560460837841
"464",4.83080488887706
"465",4.25940872269675
"466",3.34027126009915
"467",2.55459565826017
"468",1.91585453006933
"469",1.38619746630443
"470",0.963785129633974
"471",0.610704290855699
"472",0.349363059137713
"473",0.18548358629436
"474",0.306104809839574
"475",1.12540147984038
"476",1.6206294661407
"477",2.01558390966452
"478",2.46614917375029
"479",2.80288734640251
"480",3.18442710747372
"481",3.21755082529289
"482",3.92187277203661
"483",4.73214912875489
"484",5.35576425172118
"485",6.44062781880585
"486",7.8481527762058
"487",6.86917688093285
"488",6.49516665301361
"489",6.42285421817697
"490",6.29739306257801
"491",5.31605859007643
"492",4.51082744901788
"493",4.27538221462531
"494",3.74865727445034
"495",3.37377703992732
"496",4.09166004573901
"497",5.20651050296699
"498",6.25380439236811
"499",6.97605849595926
"500",8.20737917712933
"501",9.27976994078339
"502",10.4287823774328
"503",11.9100642065913
"504",12.3909148072748
"505",13.000371360038
"506",13.3960380733266
"507",13.5308156716309
"508",12.7118332520525
"509",12.5106147655491
"510",11.7852179883477
"511",11.0259245339452
"512",10.4203724810511
"513",9.77925448121139
"514",9.51651497433243
"515",9.55554005116594
"516",10.0837937578108
"517",10.9118299512484
"518",11.5044152334407
"519",11.6606583953321
"520",12.1920085739389
"521",13.8360003925919
"522",13.0004179798606
"523",12.2662334125863
"524",11.9744650891639
"525",11.3576276603774
"526",11.8147543467269
"527",12.1341285509562
"528",13.2475158072821
"529",14.0902712326698
"530",14.7171922400825
"531",15.0363998657175
"532",15.4717491676078
"533",16.519451077575
"534",17.0160622177087
"535",17.3895229178719
"536",16.4671362730069
"537",15.7315140664389
"538",14.9188719494278
"539",13.8188365110415
"540",12.8059547388652
"541",12.8342437805239
"542",12.9245953800485
"543",12.8610716068988
"544",13.2171531618914
"545",13.297763950355
"546",13.5653266042735
"547",13.575345631701
"548",14.4192384264455
"549",14.9566598061188
"550",15.4077931583771
"551",16.0611469628173
"552",15.6335173946771
"553",15.3601278261549
"554",15.5258017428452
"555",15.4771686805011
"556",14.9642720296707
"557",15.1866708814723
"558",15.4313577789921
"559",15.896544684477
"560",16.3796203526678
"561",16.7191996214477
"562",17.3264958069322
"563",18.0793103876501
"564",18.7456844822299
"565",19.3651326453714
"566",20.2595494161818
"567",20.3684679523827
"568",20.47493407553
"569",21.0222545290157
"570",21.3004694651645
"571",21.6060167780332
"572",21.3196574958827
"573",21.2378193028989
"574",20.9932842833149
"575",20.1262354819811
"576",19.9364743763371
"577",19.7765035525953
"578",19.8060621428772
"579",20.0048106506746
"580",18.9152992038822
"581",18.1708228682251
"582",17.4440817432875
"583",17.5046537132079
"584",17.7681783932039
"585",17.7826046066035
"586",17.0755764198973
"587",16.6136814967044
"588",16.4837579359345
"589",16.515725679089
"590",16.7725320125951
"591",17.0489888388578
"592",17.0965178415275
"593",16.814883990809
"594",16.5138095162754
"595",16.2944951830573
"596",16.3536405319751
"597",16.4839707974321
"598",16.7336059767457
"599",16.7592393208575
"600",16.5334334327564
"601",15.9244654184584
"602",15.4925151142631
"603",15.1980621031676
"604",14.8682742495199
"605",14.6750479142256
"606",14.4362449001007
"607",14.390681269573
"608",14.193852836443
"609",14.0884541934756
"610",13.7819877820642
"611",13.6357703345592
"612",13.4514396549207
"613",13.3009848559472
"614",13.198013860943
"615",13.0697488685354
"616",12.9438347206901
"617",12.8459395556695
"618",13.0377339239851
"619",12.8947988194308
"620",12.8729606094748
"621",12.8358337590451
"622",12.8890866558047
"623",12.6867661973829
"624",12.5220649618775
"625",12.4141690537388
"626",12.2644158982242
"627",12.1081077311809
"628",11.9114003990786
"629",11.3317798918933
"630",10.844323516223
"631",10.3423906439695
"632",9.98620280180793
"633",9.73980277135275
"634",9.08438968932604
"635",8.37389302650794
"636",7.46110112511753
"637",7.02409742493375
"638",6.89007403348408
"639",6.39466763825412
"640",6.00561315898927
"641",5.62297785326643
"642",5.80684285111231
"643",6.46734519690007
"644",6.44372845518787
"645",6.25479308787797
"646",6.25830471361833
"647",6.46508241625218
"648",6.80255932873668
"649",7.18757084202141
"650",7.65338163143872
"651",8.1436317651027
"652",8.39838665454568
"653",8.86622453558275
"654",8.47108322275277
"655",7.80566509209242
"656",8.12333066547959
"657",8.16153511755498
"658",7.70809887151235
"659",7.89904566377042
"660",7.11959509428258
"661",7.07502536934223
"662",6.86128974338932
"663",6.9594889882758
"664",6.8367516352358
"665",6.22246711573662
"666",6.58621000182955
"667",7.23725066797236
"668",8.0953988849143
"669",8.03714810781656
"670",7.49475410291492
"671",6.65591502606779
"672",7.16007123320998
"673",7.42701706702756
"674",7.12078422783646
"675",7.28301599518607
"676",7.6157522300427
"677",8.12968056946026
"678",8.04267339638981
"679",7.29555710696695
"680",5.80641307759253
"681",4.87938822517992
"682",3.85099914800767
"683",2.94571322571812
"684",2.27232428844748
"685",1.75553079979767
"686",1.34337742726465
"687",1.00657750435974
"688",0.701526360222804
"689",0.539233658696114
"690",0.633421398292493
"691",1.115281108957
"692",1.27360571115963
"693",1.28688863410688
"694",1.02227040375352
"695",1.19942777224743
"696",0.912022667172644
"697",0.795147232937084
"698",0.634146174270767
"699",0.457149445040069
"700",0.0932634233730235
"701",-0.269835758352338
"702",-0.215199533812785
"703",-0.103835517298486
"704",-0.171901952493188
"705",0.337438251741032
"706",0.427291762097038
"707",0.679726468132927
"708",0.881048306975936
"709",0.645959761304481
"710",0.106157412566653
"711",-0.3121972229211
"712",-0.718736237725735
"713",-1.11180246235717
"714",-1.27544594092575
"715",-1.35331027605862
"716",-1.42350785742618
"717",-0.864114576675593
"718",-0.508374346311475
"719",-0.421637298875763
"720",-0.413206597087062
"721",0.506542253561776
"722",1.51122280715568
"723",2.47065394609325
"724",2.71609264716152
"725",2.27912359805539
"726",1.99842235845075
"727",2.00052574940553
"728",3.01906090359537
"729",3.26644259151073
"730",2.50786455906535
"731",1.7570977895002
"732",1.08545330192957
"733",0.497158407425147
"734",-0.0489610293264682
"735",-0.423758578215919
"736",-0.706468921344017
"737",-0.830696421732132
"738",-0.901423255163129
"739",-1.17245768010704
"740",-1.44530745070745
"741",-1.59811726299198
"742",-1.60659766098473
"743",-1.41493098689387
"744",-1.03804904164068
"745",-0.840014105959544
"746",-0.678027605004613
"747",-0.670327792428177
"748",-0.286034913633766
"749",-0.137731344045382
"750",-0.267777616324956
"751",-0.375541768255763
"752",-0.797601945484721
"753",-1.10990601871222
"754",-1.17674330147607
"755",-0.974923160364038
"756",-0.89090970308641
"757",-0.86440316453159
"758",-0.891858751569951
"759",-0.751771498749023
"760",-0.192810076720891
"761",0.0496015533829563
"762",0.152542436978084
"763",0.101407756471863
"764",0.374633637628669
"765",0.68292421096589
"766",0.951389082720042
"767",0.600818190016845
"768",0.191643820179598
"769",-0.296664749719832
"770",-0.694199999442592
"771",-1.17322613310035
"772",-1.32848216520966
"773",-1.66693035421589
"774",-1.59263445901753
"775",-1.27825772315155
"776",-0.499709420074975
"777",-0.0143822526369858
"778",-0.0357676872269875
"779",-0.113566875311639
"780",-0.232307594012339
"781",-0.480890207260584
"782",-0.841123568139703
"783",-1.01097889558749
"784",-1.22338422302587
"785",-1.34823631175979
"786",-1.71913101002069
"787",-1.96228242990561
"788",-2.19669656945219
"789",-2.30670440683363
"790",-2.44708259070302
"791",-2.30796241281373
"792",-1.87709352831841
"793",-1.80073979814039
"794",-1.80868918638073
"795",-1.49916087868614
"796",-0.540303181841434
"797",-0.568588931554437
"798",-0.979908142712515
"799",-1.29579484926898
"800",-1.47077872446734
"801",-1.58198480447368
"802",-1.60588046886311
"803",-1.56014429182245
"804",-1.50747039112269
"805",-1.32777578037999
"806",-1.11967219671843
"807",-0.969903698753818
"808",-0.878807397594976
"809",-0.866900101841422
"810",-0.95459397691691
"811",-1.06097795518164
"812",-1.19846603731922
"813",-1.40125618938485
"814",-1.39290265447665
"815",-1.28095117049632
"816",-1.22001471112162
"817",-1.19166459458261
"818",-1.22574907272776
"819",-1.22053541191487
"820",-1.17588149963179
"821",-1.13216990944137
"822",-1.03251556470942
"823",-0.973287143048905
"824",-0.80456353231791
"825",-0.65785423001261
"826",-0.389071176697813
"827",-0.219904870314059
"828",-0.130184956174267
"829",-0.124073119650731
"830",-0.147545942910361
"831",-0.137918861501072
"832",-0.150489022859262
"833",-0.168613165766335
"834",0.430448473671854
"835",1.3601491147508
"836",2.44055693512739
"837",2.73728333925252
"838",3.17730024420225
"839",3.34744802705239
"840",3.91248426196022
"841",3.50443241174814
"842",3.4275679240055
"843",3.18549222905157
"844",3.03762558696629
"845",2.67113371189476
"846",2.76299517489975
"847",3.08482177468393
"848",3.16071037287996
"849",3.46979828642948
"850",3.08359078552272
"851",3.36310016523786
"852",5.07740583997756
"853",6.10564711057606
"854",6.27038227747918
"855",5.72385683633186
"856",5.80771887070238
"857",6.10056892579007
"858",6.13075130037365
"859",5.38652990927178
"860",5.42570956595439
"861",6.15745808456947
"862",7.50933493992529
"863",8.33891916484438
"864",8.11925290826983
"865",8.17003294599134
"866",8.50428994288266
"867",8.09296162685808
"868",8.51061450068664
"869",8.48215181694674
"870",8.14309652929207
"871",8.59579178397662
"872",8.79864764675671
"873",9.63833444911361
"874",10.2402113301043
"875",10.6976236106554
"876",10.859047724359
"877",12.298403290757
"878",14.0564333753099
"879",14.8257868779765
"880",14.5354885522276
"881",13.9876139870986
"882",14.2737715988924
"883",14.5923754917892
"884",14.6882907521775
"885",15.2845123800912
"886",15.3758650915768
"887",15.7198643629165
"888",14.1864992094477
"889",13.4607236206649
"890",14.6669821978836
"891",15.1318802013933
"892",13.9887402359183
"893",12.9866757407061
"894",12.5490125122917
"895",12.2451406394324
"896",11.4831369054571
"897",11.3498402873068
"898",11.5823682874524
"899",11.9710778078221
"900",13.1619413020487
"901",13.8405719155648
"902",14.0881260979566
"903",13.5854953554391
"904",13.4102807559856
"905",13.4283986768697
"906",13.7585808505474
"907",14.3826137225447
"908",14.7672771831893
"909",15.5245283918894
"910",16.420925117855
"911",17.0452841102931
"912",17.362663959434
"913",18.716694227628
"914",19.6834896546618
"915",20.431161557762
"916",21.2056143022312
"917",21.5086864116618
"918",21.0562144151973
"919",20.1135459149916
"920",19.1813844605858
"921",18.5909236792679
"922",19.3138317621198
"923",19.5128911860298
"924",18.9862393725045
"925",19.0676497388973
"926",19.0201662412509
"927",18.8480770491489
"928",18.0775337748253
"929",17.9326808405638
"930",17.2538632973215
"931",16.5351195251455
"932",16.2956016348591
"933",15.7609693321444
"934",15.6854576162702
"935",15.8716913974359
"936",16.0381213324251
"937",15.9407570722716
"938",15.4682849865469
"939",15.6334125088435
"940",15.3577119586432
"941",15.7747860648434
"942",15.4887683309277
"943",15.9289113224494
"944",16.1048703713706
"945",16.342738360635
"946",15.9469114844139
"947",15.660275452822
"948",15.5205741002876
"949",15.4620241777186
"950",15.5851542848361
"951",15.5311360934439
"952",15.2944081857974
"953",14.9083195927137
"954",15.1625848055923
"955",15.6383691233459
"956",15.896632234205
"957",15.9380781923671
"958",16.1069731608665
"959",16.0366908264044
"960",15.9996184935807
"961",16.0481694030855
"962",15.9162717082993
"963",15.9657360208103
"964",15.7358021545967
"965",15.313822735664
"966",14.9895482444363
"967",14.8653639214357
"968",15.0267962244929
"969",15.1429157055293
"970",15.2217500961538
"971",15.3514421260328
"972",15.5847090089469
"973",15.5523430935928
"974",15.4469094333089
"975",15.9086555553428
"976",15.8258759785493
"977",15.6355910092151
"978",15.6976758893676
"979",16.3720986285341
"980",16.8790247423485
"981",17.0766731544261
"982",17.4785495528995
"983",17.5447079915402
"984",16.6823214118422
"985",15.924701915748
"986",15.3616458525741
"987",14.447217841067
"988",14.3349914687296
"989",14.424277251505
"990",14.0522149523561
"991",13.4877250432697
"992",13.1708014047827
"993",13.3656556142222
"994",12.9398123109611
"995",12.599992502629
"996",12.7557128050459
"997",12.2962223580705
"998",12.3570751176307
"999",11.9783135405989
"1000",12.0366469008131
"1001",11.7228832059001
"1002",10.8187371195093
"1003",10.3228727079972
"1004",10.6945004873708
"1005",10.9686037277878
"1006",11.6389203226666
"1007",12.1060706761697
"1008",12.7724040652154
"1009",13.0330017505614
"1010",13.1957638987025
"1011",13.3934119373104
"1012",13.4155591645447
"1013",12.5973513239937
"1014",12.7355441302991
"1015",12.3261255020829
"1016",12.6774408840686
"1017",12.3249869821202
"1018",10.9367232314156
"1019",9.87472464015903
"1020",9.00515113374385
"1021",8.26644891938694
"1022",7.15759850270028
"1023",6.79297956455363
"1024",5.98246713562533
"1025",5.13269464680403
"1026",4.50017477209883
"1027",4.76401424084743
"1028",4.92923895872945
"1029",5.46775135961827
"1030",6.21358180795615
"1031",6.08530006943914
"1032",6.52531622544424
"1033",6.80844796136885
"1034",7.46359109988876
"1035",7.76011311459952
"1036",7.65764315349094
"1037",7.23696882081027
"1038",7.01445658871953
"1039",7.19854787897544
"1040",7.25497712986839
"1041",7.36777112860841
"1042",7.48032349413166
"1043",7.43450529725442
"1044",7.44315802409647
"1045",7.29188089805492
"1046",6.17697348917409
"1047",5.06184366701932
"1048",4.82781309749736
"1049",4.91233097450503
"1050",5.11531673028561
"1051",5.0060399794033
"1052",4.15059708559871
"1053",4.23665634003368
"1054",3.89854729238194
"1055",3.04842730107889
"1056",3.04129768881643
"1057",2.85483698275917
"1058",2.7287275944852
"1059",3.19307369961444
"1060",2.8628972701837
"1061",3.18709257487892
"1062",2.83553036410467
"1063",2.32918394546894
"1064",2.35470222442698
"1065",2.3976504104125
"1066",2.04775624083043
"1067",1.38205281700744
"1068",0.847091135736365
"1069",0.594580676302138
"1070",0.767949123628689
"1071",0.515264939186882
"1072",0.309694545095116
"1073",-0.109376287416409
"1074",-0.0912794164249149
"1075",-0.202384116545999
"1076",-0.667604360447545
"1077",-1.01027987809191
"1078",-1.42530629826555
"1079",-1.5133228859814
"1080",-1.35674081139629
"1081",-1.19136749455147
"1082",-1.15261948922508
"1083",-0.580285054528739
"1084",-0.214223989323711
"1085",-0.462418571700221
"1086",0.263923166337014
"1087",0.639824020384125
"1088",1.00740314687021
"1089",1.1649739941165
"1090",1.06467159797611
"1091",0.845047774430396
"1092",0.57270309828763
"1093",0.501936102876259
"1094",0.327411663480043
"1095",0.232770357397267
"1096",0.141093616469144
"1097",0.315896575034745
"1098",0.251933976785118
"1099",0.0429884433617596
"1100",0.147268346537647
"1101",-0.0809804477431355
"1102",-0.611278363795247
"1103",-0.85601978400119
"1104",-1.0998011635491
"1105",-1.28207302425021
"1106",-1.19256227458791
"1107",-1.06448134609767
"1108",-1.02307805393298
"1109",-1.04675235765731
"1110",-1.07778187223432
"1111",-1.13087568231505
"1112",-1.46074005080122
"1113",-1.85745013537052
"1114",-2.08879312464929
"1115",-1.90883068740944
"1116",-2.12167098308587
"1117",-1.86215881151418
"1118",-1.529655224505
"1119",-1.34141904742983
"1120",-0.75345339883841
"1121",-1.09899419690613
"1122",-1.28952863409413
"1123",-1.39288864960485
"1124",-1.24854327236745
"1125",-1.19821834093589
"1126",-1.15808317927548
"1127",-0.951942149181885
"1128",-0.79159005445121
"1129",-0.866185536645699
"1130",-0.832536362974859
"1131",-0.708510272176187
"1132",-0.690588751566006
"1133",-0.583155376739277
"1134",-0.817392762398582
"1135",-0.919160452702026
"1136",-1.04486776857569
"1137",-1.10057642063113
"1138",-1.20574907634891
"1139",-1.25722969047808
"1140",-1.23349307480204
"1141",-1.19026509181065
"1142",-1.13149234490343
"1143",-0.922636232907381
"1144",-0.841110627245574
"1145",-0.0154946531271394
"1146",0.213611065558521
"1147",0.531908580971731
"1148",0.808354193613577
"1149",0.535340035182705
"1150",0.301407297849375
"1151",0.0378989260276258
"1152",0.640339762454298
"1153",0.9400239512549
"1154",1.90212699681316
"1155",2.55643966079658
"1156",2.8974926925422
"1157",3.25987680513342
"1158",2.84838360209069
"1159",2.88175874921072
"1160",2.5920203958805
"1161",2.69990068798442
"1162",2.67295324234362
"1163",3.17118935039188
"1164",2.4966916098288
"1165",1.93041873444891
"1166",1.67512942715639
"1167",1.33190037341183
"1168",1.17520196128981
"1169",0.925098816618359
"1170",0.652743805476037
"1171",0.455783071657907
"1172",0.476480501784168
"1173",0.809342840928982
"1174",1.43635675056083
"1175",1.77823530443492
"1176",1.66674421457981
"1177",1.98457085385529
"1178",2.2606409331507
"1179",2.84236185449073
"1180",3.30629618197173
"1181",3.72148696645912
"1182",4.05261010525521
"1183",4.2940907411121
"1184",3.42462515450044
"1185",2.82159592108867
"1186",2.27287726864286
"1187",1.97084394622415
"1188",2.29488711732181
"1189",3.16343276515723
"1190",3.92390618632796
"1191",4.3044309186427
"1192",4.13337359889699
"1193",4.15512974704132
"1194",3.85612500448896
"1195",3.75324363036568
"1196",4.01014618349436
"1197",3.55972295395355
"1198",2.90674234127418
"1199",2.25339298474101
"1200",2.13607952603569
"1201",3.94065393724294
"1202",5.76398514887103
"1203",7.1051448822583
"1204",8.06176300422668
"1205",7.06213224165064
"1206",5.76777586198728
"1207",5.09704957648267
"1208",5.33042410333449
"1209",4.81604311819045
"1210",4.72216948200505
"1211",5.14443374803379
"1212",5.95573170619026
"1213",6.94171096630973
"1214",7.99921162547207
"1215",8.41325012113466
"1216",9.39876255381662
"1217",10.1621320298932
"1218",10.929112651143
"1219",11.5407953767545
"1220",11.3507197510805
"1221",11.1991305536963
"1222",10.7392825173896
"1223",10.0787854286336
"1224",9.37125080257676
"1225",9.28151104666736
